CustomerID,Age,Gender,City,Income,Purchase
1054,42.0,Female,Seoul,67329.0,572.0
1055,31.0,Male,Seoul,62739.0,241.0
1056,67.0,Male,Seoul,34446.0,686.0
1057,26.0,Male,Incheon,35499.0,810.0
1058,43.0,Female,Gwangju,30936.0,208.0
1059,70.0,Female,Busan,25962.0,290.0
1060,19.0,Female,Busan,39934.0,534.0
1061,37.0,Female,Incheon,500000.0,413.0
1062,45.0,Male,Busan,22021.0,539.0
1063,64.0,Male,Seoul,55223.0,489.0
1064,24.0,Female,Gwangju,54220.0,346.0
1065,61.0,Male,Daegu,51656.0,693.0
1066,25.0,Male,Busan,53798.0,570.0
1067,64.0,Male,Seoul,31749.0,416.0
1068,52.0,Female,Daegu,54139.0,726.0
1069,31.0,Female,Gwangju,38409.0,424.0
1070,34.0,Male,Daegu,15490.0,314.0
1071,53.0,Female,Seoul,45689.0,528.0
1072,,Female,Daegu,34871.0,553.0
1073,57.0,Female,Incheon,61306.0,580.0
1074,21.0,Female,Daegu,41564.0,604.0
1075,19.0,Female,Busan,45547.0,577.0
1076,23.0,Male,Busan,49670.0,571.0
1077,71.0,Female,Incheon,41791.0,414.0
1078,59.0,Male,Seoul,43754.0,398.0
1079,21.0,Male,Busan,55123.0,611.0
1080,71.0,Female,Gwangju,32204.0,537.0
1081,150.0,Male,Busan,36578.0,623.0
1082,35.0,Male,Busan,33395.0,244.0
1083,43.0,Male,Seoul,62241.0,425.0
1084,61.0,Female,Daegu,36580.0,786.0
1085,51.0,Female,Busan,43281.0,583.0
1086,27.0,Male,Incheon,37793.0,544.0
1087,53.0,Female,Daegu,41302.0,606.0
1088,31.0,Female,Gwangju,36151.0,831.0
1089,48.0,Female,Seoul,50553.0,800.0
1090,65.0,Female,Gwangju,32510.0,263.0
1091,32.0,Male,Daegu,28771.0,318.0
1092,25.0,Male,Daegu,38299.0,258.0
1093,31.0,Female,Daegu,35421.0,388.0
1094,40.0,Female,Gwangju,28946.0,508.0
1095,74.0,Male,Daegu,41120.0,536.0
1096,57.0,Male,Gwangju,25079.0,270.0
1097,38.0,Female,Daegu,65733.0,220.0
1098,33.0,Male,Incheon,27089.0,385.0
1099,62.0,Female,Daegu,,637.0
1100,35.0,Female,Gwangju,40157.0,664.0
1101,64.0,Male,Busan,65216.0,756.0
1102,70.0,Male,Daegu,24236.0,495.0
1103,41.0,Female,Busan,46705.0,624.0
1104,43.0,Female,Incheon,57446.0,651.0
1105,42.0,Male,Seoul,41283.0,425.0
1106,62.0,Female,Incheon,30962.0,558.0
1107,58.0,Male,Daegu,43704.0,599.0
1108,46.0,Female,Busan,63325.0,364.0
1109,32.0,Male,Busan,37611.0,746.0
1110,62.0,Male,Gwangju,62234.0,494.0
1111,18.0,Male,Busan,48104.0,513.0
1112,42.0,Female,Gwangju,59790.0,358.0
1113,24.0,Female,Seoul,47624.0,383.0
1114,26.0,Male,Daegu,39187.0,171.0
1115,41.0,Female,Gwangju,64666.0,508.0
1116,18.0,Male,Seoul,47703.0,876.0
1117,61.0,Male,Busan,46997.0,347.0
1118,25.0,Female,Busan,54691.0,946.0
1119,41.0,Female,Seoul,56090.0,712.0
1120,28.0,Male,Busan,54754.0,429.0
1121,,Female,Seoul,28791.0,504.0
1122,34.0,Female,Gwangju,37353.0,480.0
1123,25.0,Male,Gwangju,37122.0,756.0
1124,52.0,Male,Seoul,35651.0,578.0
1125,52.0,Female,Gwangju,34535.0,677.0
1126,50.0,Male,Gwangju,36948.0,554.0
1127,22.0,Male,Gwangju,49031.0,483.0
1128,59.0,Female,Incheon,50933.0,549.0
1129,56.0,Male,Daegu,44980.0,439.0
1130,58.0,Male,Busan,39888.0,282.0
1131,45.0,Female,Incheon,60306.0,622.0
1132,24.0,Female,Gwangju,43901.0,275.0
1133,26.0,Male,Seoul,56245.0,460.0
1134,25.0,Male,Gwangju,38168.0,434.0
1135,29.0,Female,Daegu,49965.0,597.0
1136,51.0,Female,Gwangju,61105.0,735.0
1137,50.0,Female,Seoul,13695.0,681.0
1138,65.0,Female,Daegu,37139.0,601.0
1139,72.0,Male,Gwangju,52125.0,406.0
1140,40.0,Female,Daegu,59554.0,472.0
1141,41.0,Female,Busan,47437.0,5000.0
1142,54.0,Male,Busan,45595.0,429.0
1143,52.0,Female,Gwangju,64327.0,440.0
1144,61.0,Male,Daegu,60288.0,436.0
1145,57.0,Female,Seoul,34577.0,429.0
1146,39.0,Female,Gwangju,46397.0,643.0
1147,44.0,Female,Busan,49322.0,342.0
1148,52.0,Male,Busan,65623.0,391.0
1149,18.0,Male,Gwangju,55393.0,262.0
1150,52.0,Female,Daegu,43757.0,712.0
1151,54.0,Male,Busan,,381.0
1152,64.0,Male,Daegu,22393.0,599.0
1153,31.0,Male,Busan,56624.0,571.0
1154,20.0,Male,Busan,52749.0,698.0
1155,18.0,Male,Incheon,59546.0,468.0
1156,22.0,Male,Busan,43271.0,358.0
1157,43.0,Female,Seoul,46536.0,267.0
1158,72.0,Female,Gwangju,39224.0,82.0
1159,31.0,Male,Gwangju,31223.0,524.0
1160,56.0,Female,Daegu,37773.0,616.0
1161,44.0,Female,Busan,23168.0,571.0
1162,26.0,Female,Seoul,55975.0,271.0
1163,32.0,Female,Daegu,18901.0,656.0
1164,32.0,Male,Incheon,69386.0,395.0
1165,43.0,Female,Daegu,23830.0,364.0
1166,59.0,Female,Daegu,62999.0,392.0
1167,30.0,Male,Busan,34103.0,512.0
1168,68.0,Male,Incheon,51732.0,277.0
1169,49.0,Female,Daegu,35971.0,494.0
1170,56.0,Female,Seoul,65085.0,564.0
1171,66.0,Female,Seoul,45524.0,666.0
1172,69.0,Female,Gwangju,57884.0,526.0
1173,49.0,Female,Incheon,45913.0,299.0
1174,21.0,Female,Incheon,49236.0,522.0
1175,47.0,Male,Gwangju,52393.0,341.0
1176,54.0,Female,Daegu,38655.0,332.0
1177,40.0,Female,Incheon,29637.0,296.0
1178,56.0,Male,Seoul,29381.0,213.0
1179,62.0,Male,Seoul,45610.0,415.0
1180,32.0,Male,Busan,39136.0,669.0
1181,60.0,Male,Incheon,19250.0,838.0
1182,46.0,Female,Daegu,51155.0,414.0
1183,53.0,Female,Gwangju,30378.0,663.0
1184,30.0,Female,Gwangju,31076.0,441.0
1185,49.0,Female,Daegu,44500.0,252.0
1186,24.0,Female,Busan,34199.0,605.0
1187,68.0,Female,Gwangju,46470.0,535.0
1188,39.0,Male,Incheon,68682.0,773.0
1189,45.0,Female,Busan,40451.0,270.0
1190,19.0,Male,Incheon,32285.0,919.0
1191,59.0,Male,Seoul,47178.0,739.0
1192,62.0,Female,Busan,35697.0,497.0
1193,74.0,Male,Gwangju,45285.0,455.0
1194,70.0,Female,Busan,48788.0,393.0
1195,23.0,Male,Busan,44578.0,516.0
1196,45.0,Female,Busan,45679.0,472.0
1197,45.0,Male,Busan,47305.0,577.0
1198,61.0,Female,Incheon,64165.0,456.0
1199,61.0,Female,Seoul,41965.0,712.0
1200,37.0,Female,Daegu,46529.0,519.0
1026,19.0,Female,Gwangju,56808.0,457.0
1051,56.0,Male,Busan,24081.0,502.0
1076,23.0,Male,Busan,49670.0,571.0
